Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
1,0,Flight,Eighth Edition,80,Near Mint,English,,,,,,,,0
1,0,Flight,Magic 2012,53,Near Mint,English,,,,,,,,
1,0,Fling,Magic 2012,134,Near Mint,English,,,,,,,,0
1,0,Flood Plain,Mirage,291,Near Mint,English,,,,,,,,
1,0,Flooded Strand,Khans of Tarkir,233,Near Mint,English,,,,,,,,
2,0,Fogwalker,Eldritch Moon,60,Near Mint,English,,,,,,,,
1,0,Foil,Duel Decks: Elspeth vs. Tezzeret,70,Near Mint,English,,,,,,,,0
1,0,Forbid,Exodus,35,Near Mint,English,,,,,,,,
3,0,Forbidden Alchemy,Innistrad,55,Near Mint,English,,,,,,,,
3,0,Force Away,Khans of Tarkir,40,Near Mint,English,,,,,,,,
2,0,Forest,Zendikar,246,Near Mint,English,,,,,,,,0
1,0,Forest,Zendikar,247,Near Mint,English,,,,,,,,0
4,0,Forest,Zendikar,248,Near Mint,English,,,,,,,,0
5,0,Forest,Zendikar,249,Near Mint,English,,,,,,,,0
2,0,Forest,Battle for Zendikar,270,Near Mint,English,,,,,,,,0
1,0,Forest,Battle for Zendikar,271,Near Mint,English,,,,,,,,0
2,0,Forest,Battle for Zendikar,272,Near Mint,English,,,,,,,,0
2,0,Forest,Battle for Zendikar,273,Near Mint,English,,,,,,,,0
2,0,Forest,Battle for Zendikar,274,Near Mint,English,,,,,,,,0
1,0,Forge Devil,Dark Ascension,91,Near Mint,English,,,,,,,,0
1,0,Forgotten Ancient,Commander 2015,185,Near Mint,English,,,,,,,,0
1,0,Forgotten Cave,Commander 2015,284,Near Mint,English,,,,,,,,
1,0,Forked Bolt,Rise of the Eldrazi,146,Near Mint,English,,,,,,,,0
1,0,Forsaken Sanctuary,Shadows over Innistrad,273,Near Mint,English,,,,,,,,
1,0,Fortified Rampart,Battle for Zendikar,27,Near Mint,English,foil,,,,,,,0
2,0,Fortress Crab,Innistrad,56,Near Mint,English,,,,,,,,
1,0,Foster,Commander 2013,146,Near Mint,English,,,,,,,,0
1,0,Foul Orchard,Shadows over Innistrad,275,Near Mint,English,foil,,,,,,,0
1,0,Foundry Assembler,Aether Revolt,151,Near Mint,English,,,,,,,,
2,0,Foundry Hornet,Aether Revolt,59,Near Mint,English,,,,,,,,
1,0,Foundry Screecher,Kaladesh,82,Near Mint,English,,,,,,,,
1,0,Fourth Bridge Prowler,Aether Revolt,60,Near Mint,English,,,,,,,,
1,0,Freejam Regent,Aether Revolt,81,Near Mint,English,,,,,,,,
1,0,Frenetic Sliver,Planar Chaos,157,Near Mint,English,,,,,,,,
1,0,Frenzied Goblin,Duel Decks: Speed vs. Cunning,2,Near Mint,English,,,,,,,,0
1,0,Frenzy Sliver,Premium Deck Series: Slivers,6,Near Mint,English,foil,,,,,,,0
1,0,Fresh Meat,Commander 2014,197,Near Mint,English,,,,,,,,0
1,0,Fretwork Colony,Kaladesh,83,Near Mint,English,,,,,,,,
1,0,"Freyalise, Llanowar's Fury",Commander 2014,43,Near Mint,English,,,,,,,,
2,0,Frightful Delusion,Innistrad,57,Near Mint,English,,,,,,,,
1,0,From Beyond,Battle for Zendikar,167,Near Mint,English,,,,,,,,
1,0,Frontier Bivouac,Khans of Tarkir,234,Near Mint,English,,,,,,,,0
2,0,Frontline Rebel,Aether Revolt,82,Near Mint,English,,,,,,,,
1,0,Frost Breath,Magic 2012,54,Near Mint,English,,,,,,,,0
2,0,Fuel for the Cause,Mirrodin Besieged,25,Near Mint,English,,,,,,,,
2,0,Fume Spitter,Scars of Mirrodin,63,Near Mint,English,,,,,,,,
1,0,Fumiko the Lowblood,Commander 2015,155,Near Mint,English,,,,,,,,
1,0,Fungus Sliver,Premium Deck Series: Slivers,21,Near Mint,English,foil,,,,,,,0
1,0,Furious Reprisal,Kaladesh,115,Near Mint,English,,,,,,,,
1,0,Furnace Celebration,Commander 2013,109,Near Mint,English,,,,,,,,0
1,0,Furor of the Bitten,Innistrad,143,Near Mint,English,,,,,,,,
1,0,Fury of the Horde,Duel Decks: Speed vs. Cunning,30,Near Mint,English,,,,,,,,0
1,0,Fury Sliver,Premium Deck Series: Slivers,25,Near Mint,English,foil,,,,,,,0
2,0,Furyblade Vampire,Eldritch Moon,128,Near Mint,English,,,,,,,,
1,0,Gaea's Herald,Duels of the Planeswalkers,65,Near Mint,English,,,,,,,,0
1,0,Gallows Warden,Innistrad,16,Near Mint,English,,,,,,,,
1,0,Galvanic Bombardment,Eldritch Moon,129,Near Mint,English,,,,,,,,
2,0,Galvanoth,Mirrodin Besieged,62,Near Mint,English,,,,,,,,
1,0,Gargoyle Castle,Commander 2014,297,Near Mint,English,,,,,,,,0
1,0,Garruk Wildspeaker,Commander,157,Near Mint,English,,,,,,,,0
1,0,"Garza Zol, Plague Queen",Coldsnap,129,Near Mint,English,,,,,,,,
2,0,Gatekeeper of Malakir,Zendikar,89,Near Mint,English,,,,,,,,
1,0,Gather the Townsfolk,Dark Ascension,8,Near Mint,English,,,,,,,,
1,0,Gatstaf Arsonists,Shadows over Innistrad,158,Near Mint,English,,,,,,,,
2,0,Gavony Unhallowed,Eldritch Moon,89,Near Mint,English,,,,,,,,
1,0,Gearseeker Serpent,Kaladesh,48,Near Mint,English,,,,,,,,
1,0,Geist of Saint Traft,Innistrad,213,Near Mint,English,foil,,,,,,,0
1,0,Geist Snatch,Avacyn Restored,55,Near Mint,English,,,,,,,,
2,0,Geistcatcher's Rig,Innistrad,223,Near Mint,English,,,,,,,,
2,0,Gemhide Sliver,Premium Deck Series: Slivers,8,Near Mint,English,foil,,,,,,,0
1,0,Geosurge,New Phyrexia,85,Near Mint,English,,,,,,,,
1,0,Geralf's Mindcrusher,Dark Ascension,37,Near Mint,English,,,,,,,,
1,0,Gerrard Capashen,Duel Decks: Phyrexia vs. the Coalition,46,Near Mint,English,,,,,,,,0
2,0,Geth's Verdict,New Phyrexia,61,Near Mint,English,,,,,,,,
1,0,"Geth, Lord of the Vault",Scars of Mirrodin,64,Near Mint,English,,,,,,,,
1,0,Ghirapur Orrery,Kaladesh,216,Near Mint,English,,,,,,,,
1,0,Ghirapur Osprey,Aether Revolt,20,Near Mint,English,,,,,,,,
1,0,Ghitu Encampment,Duel Decks: Speed vs. Cunning,33,Near Mint,English,,,,,,,,0
1,0,Ghost Quarter,Commander 2014,298,Near Mint,English,,,,,,,,0
3,0,Ghost Quarter,Innistrad,240,Near Mint,English,,,,,,,,0
1,0,Ghostfire Blade,Khans of Tarkir,220,Near Mint,English,,,,,,,,
2,0,Ghostly Possession,Innistrad,18,Near Mint,English,,,,,,,,
1,0,Ghostly Wings,Shadows over Innistrad,66,Near Mint,English,,,,,,,,
2,0,Ghoulcaller's Bell,Innistrad,224,Near Mint,English,,,,,,,,
1,0,Ghoulcaller's Chant,Innistrad,101,Near Mint,English,,,,,,,,
3,0,Ghoulraiser,Innistrad,102,Near Mint,English,,,,,,,,
2,0,Gibbering Fiend,Shadows over Innistrad,161,Near Mint,English,,,,,,,,
1,0,Gideon's Lawkeeper,Magic 2012,18,Near Mint,English,,,,,,,,
1,0,"Gisela, Blade of Goldnight",Commander 2015,219,Near Mint,English,,,,,,,,
1,0,Glacial Fortress,Magic 2012,227,Near Mint,English,,,,,,,,0
5,0,Glacial Stalker,Khans of Tarkir,41,Near Mint,English,,,,,,,,
1,0,Glare of Subdual,Eternal Masters,202,Near Mint,English,,,,,,,,
2,0,Glassblower's Puzzleknot,Kaladesh,217,Near Mint,English,,,,,,,,
1,0,Glimmer of Genius,Kaladesh,49,Near Mint,English,,,,,,,,
1,0,Glistener Elf,New Phyrexia,111,Near Mint,English,,,,,,,,
1,0,Glorious Charge,Magic 2013,15,Near Mint,English,,,,,,,,
1,0,Goblin Balloon Brigade,Magic 2011,140,Near Mint,English,foil,,,,,,,0
1,0,Goblin Bangchuckers,Magic 2012,137,Near Mint,English,,,,,,,,
1,0,Goblin Bombardment,Duel Decks: Speed vs. Cunning,24,Near Mint,English,,,,,,,,0
1,0,Goblin Bombardment,Commander 2013,110,Near Mint,English,,,,,,,,0
1,0,Goblin Chieftain,Magic 2010,139,Near Mint,English,,,,,,,,0
2,0,Goblin Chieftain,Magic 2011,141,Near Mint,English,,,,,,,,0
1,0,Goblin Fireslinger,Magic 2012,139,Near Mint,English,,,,,,,,0
1,0,Goblin Furrier,Coldsnap,82,Near Mint,English,,,,,,,,
1,0,Goblin Grenade,Magic 2012,140,Near Mint,English,,,,,,,,
1,0,Goblin King,Eighth Edition,190,Near Mint,English,,,,,,,,0
1,0,Goblin Sharpshooter,Commander 2013,111,Near Mint,English,,,,,,,,0
1,0,Goblin Shortcutter,Zendikar,128,Near Mint,English,foil,,,,,,,0
2,0,Goblin Tunneler,Magic 2012,142,Near Mint,English,,,,,,,,
1,0,Goblin War Paint,Magic 2012,143,Near Mint,English,,,,,,,,0
1,0,Goblin Warchief,Duel Decks: Speed vs. Cunning,9,Near Mint,English,,,,,,,,0
2,0,Goblinslide,Khans of Tarkir,109,Near Mint,English,,,,,,,,
1,0,Godless Shrine,Guildpact,157,Near Mint,English,,,,,,,,0
1,0,Godsire,Shards of Alara,170,Near Mint,English,,,,,,,,
1,0,Gold Myr,Mirrodin,180,Near Mint,English,,,,,,,,0
1,0,Goldenhide Ox,Journey into Nyx,125,Near Mint,English,foil,,,,,,,0
4,0,Golem's Heart,WPN/Gateway,60,Near Mint,English,,,,,,,,0
2,0,Golgari Cluestone,Dragon's Maze,139,Near Mint,English,,,,,,,,
1,0,Golgari Guildgate,Commander 2013,290,Near Mint,English,,,,,,,,0
1,0,Golgari Guildgate,Return to Ravnica,239,Near Mint,English,,,,,,,,0
1,0,Golgari Guildgate,Dragon's Maze,149,Near Mint,English,,,,,,,,0
1,0,Golgari Rot Farm,Commander 2013,291,Near Mint,English,,,,,,,,0
1,0,Gone Missing,Shadows over Innistrad,67,Near Mint,English,,,,,,,,
1,0,Gonti's Aether Heart,Aether Revolt,152,Near Mint,English,,,,,,,,
1,0,Gore-House Chainwalker,Return to Ravnica,96,Near Mint,English,,,,,,,,
1,0,Gorehorn Minotaurs,Magic 2012,144,Near Mint,English,,,,,,,,0
1,0,Goryo's Vengeance,Betrayers of Kamigawa,67,Near Mint,English,,,,,,,,
2,0,Graf Rats,Eldritch Moon,91,Near Mint,English,,,,,,,,
2,0,Grand Architect,Scars of Mirrodin,33,Near Mint,English,,,,,,,,
2,0,Grasp of Darkness,Scars of Mirrodin,65,Near Mint,English,,,,,,,,0
2,0,Grave Exchange,Avacyn Restored,105,Near Mint,English,,,,,,,,
1,0,Grave Pact,Ninth Edition,135,Near Mint,English,,,,,,,,0
1,0,Grave Sifter,Commander 2014,44,Near Mint,English,,,,,,,,
1,0,Grave Titan,Magic 2011,97,Near Mint,English,,,,,,,,0
1,0,Gravedigger,Eternal Masters,89,Near Mint,English,foil,,,,,,,0
1,0,Graven Cairns,Shadowmoor,272,Near Mint,English,,,,,,,,
1,0,Gravepurge,Dark Ascension,65,Near Mint,English,,,,,,,,0
1,0,Gravespawn Sovereign,Onslaught,152,Near Mint,English,,,,,,,,
1,0,Gravestorm,Odyssey,141,Near Mint,English,foil,,,,,,,0
1,0,Gravity Well,Rise of the Eldrazi,185,Near Mint,English,,,,,,,,
1,0,Great Furnace,Mirrodin,282,Poor,English,,,,,,,,0
1,0,Great Furnace,Mirrodin,282,Near Mint,English,,,,,,,,
1,0,Greenbelt Rampager,Aether Revolt,107,Near Mint,English,,,,,,,,
1,0,Greenwarden of Murasa,Battle for Zendikar,174,Near Mint,English,,,,,,,,0
1,0,Grim Backwoods,Commander 2013,292,Near Mint,English,,,,,,,,0
1,0,Grim Flayer,Eldritch Moon,184,Near Mint,English,foil,,,,,,,0
1,0,Grim Flowering,Commander 2014,198,Near Mint,English,,,,,,,,0
1,0,Grim Harvest,Coldsnap,58,Near Mint,English,,,,,,,,
1,0,Grim Reminder,Mirrodin,66,Near Mint,English,,,,,,,,
1,0,Grim Roustabout,Return to Ravnica,68,Near Mint,English,,,,,,,,
1,0,Grisly Spectacle,Gatecrash,66,Near Mint,English,,,,,,,,
2,0,Grixis Slavedriver,Conflux,46,Near Mint,German,,,,,,,,0
1,0,Grotesque Mutation,Shadows over Innistrad,115,Near Mint,English,,,,,,,,
1,0,Ground Seal,Magic 2013,176,Near Mint,English,,,,,,,,
1,0,Groundbreaker,Planar Chaos,148,Near Mint,English,,,,,,,,
1,0,Gruesome Deformity,Innistrad,103,Near Mint,English,,,,,,,,
1,0,Gruesome Discovery,Dark Ascension,66,Near Mint,English,,,,,,,,
2,0,Gruul Cluestone,Dragon's Maze,140,Near Mint,English,,,,,,,,
1,0,Gruul Guildgate,Commander 2013,294,Near Mint,English,,,,,,,,0
1,0,Gruul Guildgate,Gatecrash,243,Near Mint,English,,,,,,,,0
1,0,Gruul Signet,Commander,250,Near Mint,English,,,,,,,,0
2,0,Guardian Lions,Magic 2013,17,Near Mint,English,,,,,,,,
1,0,Guardian of Pilgrims,Eldritch Moon,30,Near Mint,English,,,,,,,,
1,0,Guardian of Tazeem,Battle for Zendikar,78,Near Mint,English,,,,,,,,
1,0,Guardians of Akrasa,Magic 2013,18,Near Mint,English,,,,,,,,
1,0,Gurmag Swiftwing,Khans of Tarkir,74,Near Mint,English,,,,,,,,
1,0,Gust-Skimmer,Mirrodin Besieged,108,Near Mint,English,,,,,,,,0
1,0,Gustcloak Savior,Duel Decks: Elspeth vs. Kiora,11,Near Mint,English,,,,,,,,0
1,0,Gut Shot,New Phyrexia,86,Near Mint,English,,,,,,,,0
1,0,Gutless Ghoul,Coldsnap,60,Near Mint,English,,,,,,,,
4,0,Gutter Skulk,Gatecrash,67,Near Mint,English,,,,,,,,
1,0,Guttersnipe,Return to Ravnica,98,Near Mint,English,,,,,,,,
1,0,Guul Draz Overseer,Battle for Zendikar,112,Near Mint,English,,,,,,,,
1,0,Guul Draz Specter,Zendikar,92,Near Mint,English,,,,,,,,
4,0,Guul Draz Vampire,Zendikar,93,Near Mint,English,,,,,,,,
1,0,Haazda Snare Squad,Dragon's Maze,2,Near Mint,English,,,,,,,,
1,0,Hagra Sharpshooter,Battle for Zendikar,113,Near Mint,English,foil,,,,,,,0
1,0,Halo Hunter,Zendikar,96,Near Mint,English,,,,,,,,
1,0,Hamletback Goliath,Commander 2015,156,Near Mint,English,,,,,,,,
1,0,Hammerfist Giant,Commander 2015,157,Near Mint,English,,,,,,,,
1,0,Hanweir Lancer,Avacyn Restored,138,Near Mint,English,,,,,,,,
1,0,Hanweir Watchkeep,Innistrad,145,Near Mint,English,,,,,,,,
3,0,Harbor Serpent,Magic 2012,56,Near Mint,English,,,,,,,,0
1,0,Harbor Serpent,Magic 2013,53,Near Mint,English,,,,,,,,
1,0,Harmonic Sliver,Time Spiral,240,Near Mint,English,,,,,,,,
1,0,Harmonize,Planar Chaos,149,Near Mint,English,,,,,,,,0
1,0,Harnessed Lightning,Kaladesh,117,Near Mint,English,,,,,,,,
1,0,Harrow,Duel Decks: Phyrexia vs. the Coalition,57,Near Mint,English,,,,,,,,0
1,0,Harrow,Commander 2014,199,Near Mint,English,,,,,,,,0
1,0,Harvest Hand,Shadows over Innistrad,256,Near Mint,English,,,,,,,,
1,0,Harvest Pyre,Innistrad,146,Near Mint,English,,,,,,,,
1,0,Hatred,Exodus,64,Near Mint,English,,,,,,,,
1,0,Haunted Cloak,Shadows over Innistrad,257,Near Mint,English,,,,,,,,
1,0,Haunted Fengraf,Commander 2014,300,Near Mint,English,,,,,,,,0
1,0,Haunted Fengraf,Dark Ascension,157,Near Mint,English,,,,,,,,
1,0,Havengul Runebinder,Dark Ascension,39,Near Mint,English,foil,,,,,,,0
1,0,Havenwood Battleground,Commander 2014,301,Near Mint,English,,,,,,,,0
1,0,Havoc Festival,Return to Ravnica,166,Near Mint,English,,,,,,,,
1,0,He Who Hungers,Champions of Kamigawa,114,Near Mint,English,,,,,,,,
1,0,Healer of the Pride,Magic 2013,19,Near Mint,English,,,,,,,,
1,0,Heart Sliver,Premium Deck Series: Slivers,7,Near Mint,English,foil,,,,,,,0
1,0,Heart-Piercer Bow,Khans of Tarkir,221,Near Mint,English,,,,,,,,
1,0,Hedron Matrix,Rise of the Eldrazi,218,Near Mint,English,,,,,,,,
1,0,Heedless One,Onslaught,265,Near Mint,English,,,,,,,,
1,0,Heirs of Stromkirk,Avacyn Restored,140,Near Mint,English,,,,,,,,
1,0,Hell's Thunder,Duel Decks: Speed vs. Cunning,10,Near Mint,English,,,,,,,,0
2,0,Hellion Eruption,Rise of the Eldrazi,151,Near Mint,English,,,,,,,,0
1,0,Hellraiser Goblin,Duel Decks: Speed vs. Cunning,7,Near Mint,English,,,,,,,,0
1,0,Hellrider,Dark Ascension,93,Near Mint,English,,,,,,,,
1,0,Helvault,Dark Ascension,151,Near Mint,English,foil,,,,,,,0
1,0,Herald of Anafenza,Khans of Tarkir,12,Near Mint,English,,,,,,,,
1,0,Herald of Anguish,Aether Revolt,64,Near Mint,English,,,,,,,,
1,0,Herald of the Host,Commander 2015,4,Near Mint,English,,,,,,,,
1,0,Hero's Demise,Betrayers of Kamigawa,68,Near Mint,English,,,,,,,,
1,0,Hero's Downfall,Theros,90,Near Mint,English,,,,,,,,0
1,0,Heroic Intervention,Aether Revolt,109,Near Mint,English,,,,,,,,
1,0,Hibernation Sliver,Premium Deck Series: Slivers,12,Near Mint,English,foil,,,,,,,0
1,0,Hibernation's End,Coldsnap,110,Near Mint,English,,,,,,,,
2,0,Hidden Horror,Premium Deck Series: Graveborn,2,Near Mint,English,foil,,,,,,,0
1,0,Hidden Strings,Dragon's Maze,12,Near Mint,English,foil,,,,,,,0
2,0,Hidden Strings,Dragon's Maze,12,Near Mint,English,,,,,,,,
1,0,Hideous Visage,Magic 2012,100,Near Mint,English,,,,,,,,
1,0,High Market,Commander 2015,289,Near Mint,English,,,,,,,,0
2,0,Hinterland Drake,Aether Revolt,34,Near Mint,English,,,,,,,,
1,0,Hinterland Hermit,Dark Ascension,94,Near Mint,English,foil,,,,,,,0
1,0,Hired Muscle,Betrayers of Kamigawa,69,Near Mint,English,foil,,,,,,,0
2,0,Hired Torturer,Dragon's Maze,25,Near Mint,English,,,,,,,,
2,0,Hoard-Smelter Dragon,Scars of Mirrodin,93,Near Mint,English,,,,,,,,
1,0,Hoard-Smelter Dragon,Scars of Mirrodin,93,Near Mint,English,foil,,,,,,,0
1,0,Hold the Line,Duel Decks: Speed vs. Cunning,66,Near Mint,English,,,,,,,,0
1,0,Hollowhenge Scavenger,Innistrad,188,Near Mint,English,foil,,,,,,,0
1,0,Holy Day,Ninth Edition,18,Near Mint,English,,,,,,,,0
1,0,Homeward Path,Commander,277,Near Mint,English,,,,,,,,0
1,0,Homing Sliver,Premium Deck Series: Slivers,19,Near Mint,English,foil,,,,,,,0
1,0,Honor of the Pure,Magic 2012,23,Near Mint,English,,,,,,,,
1,0,Hooded Horror,Commander 2013,80,Near Mint,English,,,,,,,,
1,0,Hooded Hydra,Khans of Tarkir,136,Near Mint,English,,,,,,,,
1,0,Hope Against Hope,Shadows over Innistrad,22,Near Mint,English,,,,,,,,
1,0,Horde Ambusher,Khans of Tarkir,110,Near Mint,English,,,,,,,,
1,0,Hordeling Outburst,Khans of Tarkir,111,Near Mint,English,,,,,,,,
1,0,Horned Sliver,Tempest,128,Near Mint,English,,,,,,,,
1,0,Horrifying Revelation,Mirrodin Besieged,45,Near Mint,English,,,,,,,,
1,0,Hostility,Commander 2015,158,Near Mint,English,,,,,,,,0
1,0,Howling Mine,Commander,251,Near Mint,English,,,,,,,,0
1,0,"Hua Tuo, Honored Physician",Commander 2013,149,Near Mint,English,,,,,,,,0
1,0,Hull Breach,Commander,203,Near Mint,English,,,,,,,,0
1,0,Humble the Brute,Shadows over Innistrad,23,Near Mint,English,,,,,,,,
1,0,Hunted Dragon,Commander 2015,159,Near Mint,English,,,,,,,,
1,0,Hunted Troll,Commander 2013,150,Near Mint,English,,,,,,,,0
1,0,Hunter Sliver,Legions,102,Near Mint,English,,,,,,,,
1,0,Hunting Triad,Commander 2014,200,Near Mint,English,,,,,,,,0
1,0,Hydra Broodmaster,Journey into Nyx,128,Near Mint,English,,,,,,,,
1,0,Hydra Omnivore,Commander,161,Near Mint,English,,,,,,,,
2,0,Hysterical Blindness,Innistrad,59,Near Mint,English,,,,,,,,
1,0,Icatian Javelineers,"Time Spiral ""Timeshifted""",10,Near Mint,English,,,,,,,,
2,0,Ice Over,Aether Revolt,35,Near Mint,English,,,,,,,,
1,0,Icefall,Coldsnap,85,Near Mint,English,,,,,,,,
1,0,Ichor Wellspring,Mirrodin Besieged,110,Near Mint,English,,,,,,,,0
1,0,Icy Blast,Khans of Tarkir,42,Near Mint,English,,,,,,,,
2,0,Illusionist's Stratagem,Aether Revolt,36,Near Mint,English,,,,,,,,
2,0,Immaculate Magistrate,Duels of the Planeswalkers,70,Near Mint,English,foil,,,,,,,0
1,0,Immaculate Magistrate,Commander 2014,201,Near Mint,English,,,,,,,,0
2,0,Immolating Souleater,New Phyrexia,139,Near Mint,English,,,,,,,,
2,0,Impaler Shrike,New Phyrexia,36,Near Mint,English,,,,,,,,
1,0,Imperious Perfect,Commander 2014,202,Near Mint,English,,,,,,,,0
1,0,Implement of Combustion,Aether Revolt,155,Near Mint,English,,,,,,,,
3,0,Implement of Examination,Aether Revolt,156,Near Mint,English,,,,,,,,
4,0,Implement of Ferocity,Aether Revolt,157,Near Mint,English,,,,,,,,
1,0,Implement of Improvement,Aether Revolt,158,Near Mint,English,,,,,,,,
3,0,Implement of Malice,Aether Revolt,159,Near Mint,English,,,,,,,,
1,0,Inaction Injunction,Return to Ravnica,41,Near Mint,English,,,,,,,,
1,0,Incinerate,Magic 2012,146,Near Mint,English,foil,,,,,,,0
1,0,Increasing Ambition,Dark Ascension,69,Near Mint,English,,,,,,,,
1,0,Increasing Devotion,Dark Ascension,11,Near Mint,English,,,,,,,,
1,0,Infantry Veteran,Duel Decks: Speed vs. Cunning,3,Near Mint,English,,,,,,,,0
1,0,Infernal Plunge,Innistrad,148,Near Mint,English,,,,,,,,
1,0,Infernal Plunge,Innistrad,148,Near Mint,English,foil,,,,,,,0
1,0,Inferno Titan,Commander 2013,114,Near Mint,English,,,,,,,,0
1,0,Inferno Titan,Commander 2015,160,Near Mint,English,,,,,,,,
1,0,Infiltration Lens,Scars of Mirrodin,167,Near Mint,English,,,,,,,,
1,0,Inkwell Leviathan,Premium Deck Series: Graveborn,10,Near Mint,English,foil,,,,,,,0
1,0,Inkwell Leviathan,Duel Decks: Elspeth vs. Kiora,37,Near Mint,English,,,,,,,,0
1,0,Inquisitor's Flail,Innistrad,227,Near Mint,English,,,,,,,,
1,0,Inquisitor's Ox,Shadows over Innistrad,24,Near Mint,English,,,,,,,,
1,0,Inquisitor's Snare,Shadowmoor,8,Near Mint,English,,,,,,,,
1,0,Insatiable Gorgers,Eldritch Moon,134,Near Mint,English,,,,,,,,
1,0,Insidious Dreams,Torment,66,Near Mint,English,,,,,,,,
1,0,Insidious Will,Kaladesh,52,Near Mint,English,,,,,,,,
1,0,Insolent Neonate,Shadows over Innistrad,168,Near Mint,English,,,,,,,,
1,0,Inspired Charge,Kaladesh,20,Near Mint,English,,,,,,,,
1,0,Inspiring Statuary,Aether Revolt,160,Near Mint,English,,,,,,,,
1,0,Intervention Pact,Future Sight,8,Near Mint,English,,,,,,,,
1,0,"Intet, the Dreamer",Commander,204,Near Mint,English,,,,,,,,0
1,0,Into the Core,Mirrodin Besieged,67,Near Mint,English,,,,,,,,0
2,0,Invader Parasite,New Phyrexia,87,Near Mint,English,,,,,,,,
1,0,Invasive Surgery,Shadows over Innistrad,68,Near Mint,English,,,,,,,,
1,0,Inventor's Goggles,Kaladesh,218,Near Mint,English,,,,,,,,
2,0,Invisible Stalker,Innistrad,60,Near Mint,English,,,,,,,,
1,0,"Iroas, God of Victory",Commander 2016,205,Near Mint,English,,,,,,,,0
1,0,Iron Myr,Mirrodin,187,Near Mint,English,,,,,,,,0
2,0,Ironclad Slayer,Eldritch Moon,31,Near Mint,English,,,,,,,,
1,0,Irontread Crusher,Aether Revolt,161,Near Mint,English,,,,,,,,
2,0,Ironwright's Cleansing,Eldritch Moon,32,Near Mint,English,,,,,,,,
1,0,Island,Zendikar,234,Near Mint,English,,,,,,,,0
4,0,Island,Zendikar,235,Near Mint,English,,,,,,,,0
3,0,Island,Battle for Zendikar,256,Near Mint,English,,,,,,,,0
2,0,Island,Battle for Zendikar,257,Near Mint,English,,,,,,,,0
1,0,Island,Battle for Zendikar,258,Near Mint,English,,,,,,,,0
2,0,Island,Battle for Zendikar,259,Near Mint,English,,,,,,,,0
1,0,Isolated Chapel,Innistrad,242,Near Mint,English,,,,,,,,0
1,0,Isolation Cell,New Phyrexia,141,Near Mint,English,foil,,,,,,,0
1,0,It That Betrays,Rise of the Eldrazi,7,Near Mint,English,,,,,,,,0
1,0,Ivory Mask,Ninth Edition,23,Near Mint,English,,,,,,,,
1,0,Ixidron,Time Spiral,65,Near Mint,English,,,,,,,,
1,0,Izzet Boilerworks,Commander,278,Near Mint,English,,,,,,,,0
2,0,Izzet Cluestone,Dragon's Maze,141,Near Mint,English,,,,,,,,
1,0,Izzet Guildgate,Return to Ravnica,242,Near Mint,English,,,,,,,,0
1,0,Izzet Guildgate,Dragon's Maze,151,Near Mint,English,,,,,,,,0
1,0,Izzet Signet,Commander,252,Near Mint,English,,,,,,,,0
1,0,Jagged-Scar Archers,Lorwyn,222,Near Mint,English,,,,,,,,
1,0,Jar of Eyeballs,Commander 2013,244,Near Mint,English,,,,,,,,0
1,0,Jar of Eyeballs,Dark Ascension,152,Near Mint,English,,,,,,,,
1,0,"Jareth, Leonine Titan",Commander 2015,71,Near Mint,English,,,,,,,,0
1,0,Jawbone Skulkin,Eventide,170,Near Mint,English,,,,,,,,
1,0,Jeskai Ascendancy,Khans of Tarkir,180,Near Mint,English,,,,,,,,
3,0,Jeskai Banner,Khans of Tarkir,222,Near Mint,English,,,,,,,,
2,0,Jeskai Elder,Khans of Tarkir,43,Near Mint,English,,,,,,,,
3,0,Jeskai Student,Khans of Tarkir,14,Near Mint,English,,,,,,,,
3,0,Jeskai Windscout,Khans of Tarkir,44,Near Mint,English,,,,,,,,
1,0,"Jin-Gitaxias, Core Augur",New Phyrexia,37,Near Mint,English,,,,,,,,
1,0,Jinxed Idol,Magic 2011,208,Near Mint,English,,,,,,,,
1,0,Joiner Adept,Fifth Dawn,89,Near Mint,English,,,,,,,,0
1,0,Jokulmorder,Coldsnap,37,Near Mint,English,,,,,,,,
1,0,Joraga Warcaller,Commander 2014,203,Near Mint,English,,,,,,,,0
2,0,Joraga Warcaller,Worldwake,106,Near Mint,English,,,,,,,,
1,0,Journey to Nowhere,Zendikar,14,Near Mint,English,,,,,,,,
1,0,Jund Panorama,Commander 2013,298,Near Mint,English,,,,,,,,0
1,0,Jungle Basin,Commander 2014,302,Near Mint,English,,,,,,,,0
3,0,Jungle Hollow,Khans of Tarkir,235,Near Mint,English,,,,,,,,0
1,0,Just the Wind,Shadows over Innistrad,71,Near Mint,English,,,,,,,,
2,0,Jwar Isle Refuge,Zendikar,215,Near Mint,English,,,,,,,,
4,0,Kabira Crossroads,Zendikar,216,Near Mint,English,,,,,,,,
3,0,Kalastria Highborn,Worldwake,59,Near Mint,English,,,,,,,,
1,0,Kalemne's Captain,Commander 2015,5,Near Mint,English,,,,,,,,
1,0,"Kalemne, Disciple of Iroas",Commander 2015,45,Near Mint,English,,,,,,,,
1,0,"Kalitas, Bloodchief of Ghet",Zendikar,99,Near Mint,English,,,,,,,,
